Id,District,County,Parish,Address,Latitude,Longitude,Inspection Utility,Inspection Time,Opening Hours
252,Porto,,,"Rua da Alegria, 4610-821 Felgueiras, Portugal",41.34736,-8.19246,0.65,60,"[0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 1, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0]"
253,Porto,Gondomar,,"Baguim do Monte, Portugal",41.18183135986328,-8.530799865722656,0.58,120,"[0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
254,Porto,,,"Rua do Areinho 780, 4430-317 Vila Nova de Gaia, Portugal",41.13152,-8.5828,0.59,60,"[0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 1, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0]"
255,Porto,,,"Rua do Campo Alegre 1579, 4150-182 Porto, Portugal",41.15396,-8.64687,0.72,60,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
256,Porto,,,"Praceta Fernão de Magalhães, 4400-630 Vila Nova de Gaia, Portugal",41.11924,-8.61604,0.26,30,"[0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0]"
257,Porto,,,"Rua da Boavista 237R, 4445-348 Valongo, Portugal",41.22987,-8.54953,0.36,30,"[1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 1]"
258,Porto,,,"Rua do Abade Martins de Faria 128, 4495-371 Póvoa de Varzim, Portugal",41.39221,-8.73296,0.61,120,"[1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 1]"
259,Porto,,,"Rua do Tapadinho, 4560-162 Penafiel, Portugal",41.19265,-8.30564,0.35,60,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
260,Porto,Matosinhos,,"Lavra, Portugal",41.26034927368164,-8.717220306396484,0.19,30,"[1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 1]"
261,Porto,,,"Rua Coronel Sarsfield 192, 4450-792 Matosinhos, Portugal",41.19629,-8.69697,0.01,120,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0]"
262,Porto,,,"Rua do Barão de Forrester 765, 4050-273 Porto, Portugal",41.15836,-8.61992,0.33,60,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
263,Porto,,,"Rua da Infanta Dona María 17, 4050-350 Porto, Portugal",41.15895,-8.62042,0.02,30,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
264,Porto,Santo Tirso,Aves,"Rua Augusto Marques 22, 4795-036 Santo Tirso, Portugal",41.3594133,-8.4060291,0.66,120,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0]"
265,Porto,,,"Largo de Carcavelos 62, 4450 Matosinhos, Portugal",41.18062,-8.67885,1.0,60,"[0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
266,Porto,,,"Vereda 2 da Rua Doutor Ilídio Sardoeira 12, 4400-623 Vila Nova de Gaia, Portugal",41.12643,-8.61447,0.04,120,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0]"
267,Porto,,,"Rua Dom Manuel I 26A, 4490-592 Póvoa de Varzim, Portugal",41.39376,-8.76627,0.13,60,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
268,Porto,Gondomar,Triana,"Rua da Paz 7, 4435-383 Gondomar, Portugal",41.18334,-8.58159,0.76,120,"[0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0]"
269,Porto,,,"Avenida Avelino Ferreira Torres 1735, 4630-201 Marco de Canaveses, Portugal",41.18442,-8.15052,0.39,30,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0]"
270,Porto,,,"Porto, Portugal",41.14945983886719,-8.610309600830078,0.55,60,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0]"
271,Porto,,,"Rua da Ribeira 831, 4580-552 Paredes, Portugal",41.2406613,-8.4068821,0.92,60,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0]"
272,Porto,,,"Rua Arquitecto Cassiano Barbosa 122, 4100-009 Porto, Portugal",41.1659,-8.64835,0.28,60,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
273,Porto,,,"Rua Eduardo Ribeiro 98, 4415-079 Vila Nova de Gaia, Portugal",41.0622,-8.58751,0.82,30,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0]"
274,Porto,,,"Rua Francisco Sá Carneiro 503, 4450-676 Matosinhos, Portugal",41.19668,-8.70789,0.27,120,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
275,Porto,,,"Rua da Igreja 1, 4490-517 Póvoa de Varzim, Portugal",41.38067,-8.75784,0.78,60,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0]"
276,Porto,,,"Avenida de Dom Afonso Henriques 878, 4450-010 Matosinhos, Portugal",41.18152,-8.68288,0.63,120,"[0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 1, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0]"
277,Porto,,,"Rua dos Campeões Europeus, 4350-414 Porto, Portugal",41.16321,-8.58387,0.98,30,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0]"
278,Porto,Gondomar,,"Rua Rosália de Castro 120, 4420-297 Gondomar, Portugal",41.1346499,-8.5352711,0.19,60,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0]"
279,Porto,,,"Rua do Paraíso 324, 4000 Porto, Portugal",41.15719,-8.61102,0.15,60,"[0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 1, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0]"
280,Porto,Porto,"Porto, Foz do Douro","Rua do Marechal Saldanha 121, Porto",41.15577,-8.67833,0.06,30,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
281,Porto,,Baixa,"Avenida dos Aliados 151, 4000-067 Porto, Portugal",41.14838,-8.61146,0.19,60,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
282,Porto,,Matosinhos,"Rua dos Heróis de França 213, 4450-158 Matosinhos, Portugal",41.1841251,-8.6957471,0.01,120,"[1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 1]"
283,Porto,Matosinhos,Matosinhos,"Rua de Dom João I 285, 4450-165 Matosinhos, Portugal",41.17929,-8.68735,0.27,60,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0]"
284,Porto,Porto,"Porto, União das Freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória","Rua de Santa Catarina 82, 4000441 Porto",41.14643,-8.60688,0.75,120,"[1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 1]"
285,Porto,Matosinhos,Barbeitos,"Estrada da Circunvalação 10748, 4460-280 Matosinhos, Portugal",41.18064,-8.6344,0.73,120,"[1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 1]"
286,Porto,,Canidelo,"Praceta 25 de Abril 87, 4400-690 Vila Nova de Gaia, Portugal",41.1177573,-8.6456722,0.2,120,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
287,Porto,Vila Nova de Gaia,Avintes,"Rua 14 de Maio 214, 4430-894 Vila Nova de Gaia, Portugal",41.1149328,-8.5615118,0.37,30,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
288,Porto,,Canidelo,"Rua Nova do Fojo, 4400-232 Vila Nova de Gaia, Portugal",41.12579,-8.63505,0.99,60,"[0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 1, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0]"
289,Porto,,Matosinhos,"Rua dos Heróis de França 545, 4450-159 Matosinhos, Portugal",41.18148,-8.69325,0.19,60,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0]"
290,Porto,Porto,"Porto, Paranhos","Avenida dos Combatentes da Grande Guerra, 4200186 Porto",41.16514,-8.59561,0.52,120,"[0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0]"
291,Porto,,Vitória,"Praça de Gomes Teixeira 38, 4050-254 Porto, Portugal",41.147062,-8.6150097,0.79,60,"[0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0]"
292,Porto,,,"Rua dos Mártires da Liberdade 159, 4050-362 Porto, Portugal",41.15214,-8.61382,0.29,60,"[1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 1]"
293,Porto,Maia,,"Rue de Manuel Enes Nogueira, 4470 Maia, Portugal",41.25645,-8.65428,0.8,60,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0]"
294,Porto,Porto,Baixa,"Rua do Almada 152, 4050-031 Porto, Portugal",41.14755,-8.61212,0.46,120,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0]"
295,Porto,Porto,Baixa,"Rua Fernandes Tomás 859, 4000-219 Porto, Portugal",41.15037,-8.60864,0.21,30,"[0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0]"
296,Porto,Matosinhos,,"Leça do Bailio, Portugal",41.208900451660156,-8.612899780273438,0.49,120,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
297,Porto,Porto,Santo Ildefonso,"Rua da Alegria 647, 4000-046 Porto, Portugal",41.15649,-8.60236,0.99,120,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0]"
298,Porto,,,"Rua de Coutinho de Azevedo 75, 4000-189 Porto, Portugal",41.15711,-8.5953,0.48,30,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0]"
299,Porto,Porto,Vitória,"Travessa de Cedofeita 24, 4050-183 Porto, Portugal",41.14969,-8.6159,0.06,30,"[0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0]"
300,Porto,Porto,Bonfim,"Rua das Eirinhas 85, 4300-165 Porto, Portugal",41.15287,-8.59391,0.91,60,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
301,Porto,Vila Nova de Gaia,Valadares,"Avenida António Coelho Moreira 1190, 4405-528 Vila Nova de Gaia, Portugal",41.09363,-8.63205,0.3,30,"[0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 1, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0]"
302,Porto,Porto,Ribeira,"Rua Nova da Alfândega 34, 4050-430 Porto, Portugal",41.14106,-8.61749,0.96,120,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0]"
303,Porto,Matosinhos,Cabanelas,"Rua Doutor José Domingues dos Santos 291, 4455-009 Matosinhos, Portugal",41.24965,-8.69829,0.92,60,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0]"
304,Porto,Vila Nova de Gaia,Perosinho,"Rua 25 de Abril 1334, 4415-079 Vila Nova de Gaia, Portugal",41.06333,-8.58579,0.32,60,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0]"
305,Porto,Gondomar,Gondomar,"Rua Alegre 87, 4420-022 Gondomar, Portugal",41.14011,-8.52772,0.33,120,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0]"
306,Porto,Valongo,Ermesinde,"Rua das Macieiras 220, 4445502 Valongo",41.20328,-8.54529,0.62,60,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0]"
307,Porto,Matosinhos,Matosinhos,"Rua de Ló Ferreira 239, 4450-176 Matosinhos, Portugal",41.18347,-8.68449,0.69,120,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0]"
308,Porto,Matosinhos,Matosinhos,"Rua de Alfredo Cunha 342, 4450-021 Matosinhos, Portugal",41.18524,-8.68005,0.06,60,"[0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 1, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0]"
309,Porto,Póvoa de Varzim,Póvoa de Varzim,"Rua Almirante Reis 59, 4490-463 Póvoa de Varzim, Portugal",41.3769906,-8.7579426,0.2,120,"[0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0]"
310,Porto,Porto,Paranhos,"Estrada da Circunvalação 8734, 4200-164 Porto, Portugal",41.18357,-8.61278,0.85,30,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
311,Porto,Trofa,Trofa,"Rua da Lagoa, 4785-587 Trofa, Portugal",41.33771,-8.57636,0.76,120,"[0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
312,Porto,Santo Tirso,Rebordões,"Travessa Adalberto Pinto da Silva 26, 4795-851 Santo Tirso, Portugal",41.3536413,-8.4254747,0.29,60,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0]"
313,Porto,Paredes,Recarei,"Rua Ernesto Silva 95, 4585 Paredes, Portugal",41.15388,-8.39654,0.11,120,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
314,Porto,Porto,Santo Ildefonso,"Rua de Santa Catarina 738, 4000-446 Porto, Portugal",41.15264,-8.60469,0.3,120,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0]"
315,Porto,Porto,Campanhã,"Rua de Godim 272, 4300-236 Porto, Portugal",41.15468,-8.58699,0.32,60,"[0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0]"
316,Porto,Vila Nova de Gaia,Vila Nova de Gaia,"Rua Doutor Narciso Rodrigues, 4400-624 Vila Nova de Gaia, Portugal",41.12355,-8.62559,0.9,60,"[1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 1]"
317,Porto,Porto,Bonfim,"Rua de São Victor 16, 4000-512 Porto, Portugal",41.14187,-8.59643,0.55,30,"[0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 1, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0]"
318,Porto,,Madalena,"Rua de Suas Vilas 579, 4405-787 Vila Nova de Gaia, Portugal",41.09942,-8.65174,0.84,60,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
319,Porto,Matosinhos,Matosinhos,"Avenida Serpa Pinto, 4450-279 Matosinhos, Portugal",41.18087,-8.69136,0.85,120,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
320,Porto,Paredes,Paredes,"Avenida da República 7O, 4580-193 Paredes, Portugal",41.2075067,-8.3308536,0.19,120,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0]"
321,Porto,Vila Nova de Gaia,Rechousa,"Rua da Rechousa, 4410-222 Vila Nova de Gaia, Portugal",41.09383,-8.59724,0.47,120,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0]"
322,Porto,Vila Nova de Gaia,Oliveira do Douro,"Travessa Caetano Melo 102, 4430-343 Vila Nova de Gaia, Portugal",41.12595,-8.58398,0.73,120,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0]"
323,Porto,Paços de Ferreira,Abrute,"Abrute, Paços de Ferreira, Portugal",41.28125,-8.34909,0.91,120,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0]"
324,Porto,,Bonfim,"Avenida de Fernão de Magalhães 875, 4350-166 Porto, Portugal",41.15742,-8.59417,0.18,60,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
325,Porto,Porto,Paranhos,"Rua do Monte Alegre 42, 4250-296 Porto, Portugal",41.1649,-8.61938,0.66,60,"[0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
326,Porto,Marco de Canaveses,Mões,"Caminho de Mões, 4635-213 Marco de Canaveses, Portugal",41.21075,-8.08383,0.86,30,"[0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0]"
327,Porto,Porto,Antas,"Túnel das Antas, 4350-001 Porto, Portugal",41.16283,-8.58613,0.95,120,"[1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 1]"
328,Porto,Maia,Santa Maria de Avioso,"Rua da Igreja 933, 4475-641 Maia, Portugal",41.26918,-8.60255,0.11,60,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0]"
329,Porto,Paços de Ferreira,Paços de Ferreira,"Praça Doutor Luís, 4590-529 Paços de Ferreira, Portugal",41.27828,-8.37474,0.65,30,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
330,Porto,Lousada,Torno,"Largo Senhora da Aparecida, 4620584 Lousada (Torno)",41.29278,-8.20473,0.21,30,"[0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
331,Porto,Lousada,,"Meinedo, Portugal",41.2497711181641,-8.25930023193359,0.25,30,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0]"
332,Porto,Porto,Baixa,"Rua Formosa 317, 4000-252 Porto, Portugal",41.14852,-8.60722,0.28,30,"[0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
333,Porto,Porto,Santo Ildefonso,"Praça dos Poveiros 55, 4000-393 Porto, Portugal",41.1464,-8.6035,0.7,30,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0]"
334,Porto,Porto,Cedofeita,"Rua de Cedofeita 221, 4050-179 Porto, Portugal",41.15109,-8.61743,0.95,120,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0]"
335,Porto,,Alto da Serra,"Estrada Dom Miguel 5393, 4435-677 Gondomar, Portugal",41.18968,-8.51748,0.76,30,"[0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
336,Porto,,,"Rua 5 de Outubro, 4600-044 Amarante, Portugal",41.26876,-8.07945,0.02,120,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0]"
337,Porto,Porto,"Porto, União das Freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória","Rua de Passos Manuel 219, Porto",41.14687,-8.60637,0.94,120,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
338,Porto,Gondomar,São Pedro da Cova,"Rua Manuel Sousa Matos 290, 4510-322 Gondomar, Portugal",41.15356,-8.5102,0.17,30,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0]"
339,Porto,Porto,Vitória,"Rua de Santa Teresa 23, 4050-537 Porto, Portugal",41.14773,-8.61432,0.62,120,"[0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 1, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0]"
340,Porto,,,"Rua de Santo Ildefonso 16, 4000-463 Porto, Portugal",41.14591,-8.60644,0.54,60,"[0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
341,Porto,Marco de Canaveses,Alpendurada e Matos,"Alpendurada e Matos, Marco de Canaveses, Portugal",41.08296,-8.23197,0.81,120,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
342,Porto,Porto,Massarelos,"Rua de Monchique 22, 4050-394 Porto, Portugal",41.14462,-8.62442,0.6,120,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0]"
343,Porto,Porto,Francos,"Rua do Castelo de Numão 32, 4250-113 Porto, Portugal",41.16884,-8.62742,0.84,120,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0]"
344,Porto,Matosinhos,Leça da Palmeira,"Rua Fresca 136, 4450-678 Matosinhos, Portugal",41.1887462,-8.7000306,0.07,120,"[0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0]"
345,Porto,,Antas,"Rua da Alegria 2117, 4200-027 Porto, Portugal",41.16503,-8.59894,0.87,60,"[1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 1]"
346,Porto,,Antas,"Praça de Francisco Sá Carneiro 15, 4200-312 Porto, Portugal",41.1614188,-8.5921216,0.79,30,"[0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
347,Porto,,Bonfim,"Rua Nova de São Crispim 139, 4000-364 Porto, Portugal",41.16043,-8.59357,0.8,60,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
348,Porto,Maia,Gondão,"Rua Nova de Gondão, 4425-541 Maia, Portugal",41.24419,-8.54679,0.76,60,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
349,Porto,Porto,Santo Ildefonso,"Rua de Gil Vicente 221, 4000-256 Porto, Portugal",41.16098,-8.60216,0.12,30,"[0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0]"
350,Porto,,Santo Ildefonso,"Rua Gonçalo Cristóvão 128, 4000-264 Porto, Portugal",41.1537,-8.60742,0.41,120,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
351,Porto,Vila Nova de Gaia,Canelas,"Rua Delfim Lima 2023E, 4410-227 Vila Nova de Gaia, Portugal",41.080756,-8.6010466,0.27,120,"[0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0]"
